3.266822538862979464e+00,3.763954157861420846e+00,4.771553575952610871e+00,6.903562807394143519e+00,1.194744997450921176e+01,2.501767782111486582e+01,5.858125297510330398e+01,7.982172783155613160e+01,9.600002390723018664e+01,9.600007924194034103e+01,9.600025422566412203e+01
3.270654296779572423e+00,3.771850797050178006e+00,4.777104456181642256e+00,6.909054009911913319e+00,1.194780139803184760e+01,2.506185166462669045e+01,5.207997815049643009e+01,8.298785034421231899e+01,9.600026885536742327e+01,9.600086379054411623e+01,9.600274514082791200e+01
3.280236394482845430e+00,3.767483845079126592e+00,4.780772259848903971e+00,6.907353157644195996e+00,1.195231298184474866e+01,2.502458809769005299e+01,5.063668308053944855e+01,8.029975806992825937e+01,9.600013886009509179e+01,9.600045234098649871e+01,9.600144365464066709e+01
3.292283821750756623e+00,3.774651928212056085e+00,4.783463637695061443e+00,6.874649040514926313e+00,1.194141732456847471e+01,2.488613299700848103e+01,5.073431007735894838e+01,8.055262263682931234e+01,9.600004674772544888e+01,9.600015214652475493e+01,9.600048544680480234e+01
3.340127150868634320e+00,3.803592512127597303e+00,4.776406043342119823e+00,6.956342740285658799e+00,1.204877353198185297e+01,2.520534180451875272e+01,5.145435224558929121e+01,1.433206479481979159e+02,9.600020601262725961e+01,9.600067038864939661e+01,9.600213887462111018e+01
3.424193202899974420e+00,3.873563477290402179e+00,4.845415163654747559e+00,7.016103708285012175e+00,1.215737900639751956e+01,2.516882264202118336e+01,5.262082536522197529e+01,7.990849196992478198e+01,9.600026517953834571e+01,9.600085904940497983e+01,9.600273703088242883e+01
3.592535598494107418e+00,3.996770506280188151e+00,4.960491475129273020e+00,7.165778613150141751e+00,9.294219404988965988e+09,2.882709640695293984e+01,5.278507715143847179e+01,8.194126552887729531e+01,9.600000941260860543e+01,9.600003125924614267e+01,9.600010034438234641e+01
4.010593717201459185e+00,4.383854751745510647e+00,5.321741113130636691e+00,7.521772000385781531e+00,1.270201968300466433e+01,2.574904079286702085e+01,5.113742710071945652e+01,1.045615225748938201e+03,9.600001042473653001e+01,9.600003569585732066e+01,9.600011561016083306e+01
5.029426507569486837e+00,5.376418852601828391e+00,6.293983149573088021e+00,8.484859402102026493e+00,1.372501905276439516e+01,2.692515612158412353e+01,5.187660826972269490e+01,8.074911691979777117e+01,9.600001941354655344e+01,9.600006761301604286e+01,9.600022003312690799e+01
7.591251237155679732e+00,7.905405497721569752e+00,9.100654675062731513e+00,1.095927859288526740e+01,1.774056917175520454e+01,2.912275487742433455e+01,5.363600633596640677e+01,8.163258274657410141e+01,9.600001451337509195e+01,9.600005185776684868e+01,9.600016995110669882e+01
1.370201059386198317e+01,1.397170841826463317e+01,1.475045130147152861e+01,1.684354792302280757e+01,2.202923307556632437e+01,3.382035949356536264e+01,5.703943127336792429e+01,8.322559733539732463e+01,9.600001085590390915e+01,9.600003689208141111e+01,9.600011922570671175e+01
