2.189626793794953841e+01,2.209728435106926270e+01,2.267927831585885201e+01,2.430002712192825598e+01,2.859317484854075886e+01,3.949388709717752732e+01,6.425530308101598109e+01,9.059371817941972438e+01,9.600000554499206373e+01,9.600001945231863942e+01,9.600006343114830543e+01
2.189173287957384417e+01,2.209513318137275917e+01,2.268398855438989870e+01,2.430621886896134143e+01,2.859502575457964824e+01,3.949406589263501388e+01,6.424046245427469159e+01,9.072441439197723412e+01,9.600002109012089591e+01,9.600006943399029069e+01,9.600022231073378975e+01
2.189396208918098452e+01,2.209535509525445107e+01,2.267248864052507784e+01,2.429821221898559358e+01,2.859499430865269787e+01,3.949739147446236842e+01,6.421475455127010434e+01,9.059351495892587991e+01,9.600006303313470823e+01,9.600020493429502721e+01,9.600065366517978305e+01
2.189951777654994913e+01,2.210585707019345492e+01,2.270124563305868648e+01,2.434665114734750802e+01,2.860872867973263212e+01,3.950518134836098483e+01,6.422663581142573719e+01,9.048023399673954259e+01,9.600003841798184112e+01,9.600012580918657079e+01,9.600040216445059116e+01
2.190042305778374043e+01,2.210230941834541341e+01,2.269058778973965573e+01,2.431830238361646934e+01,2.861647932396701322e+01,3.951377865301869008e+01,6.428267304855330622e+01,9.052758091035707366e+01,9.600000448344840720e+01,9.600001531483837880e+01,9.600004956670207434e+01
2.192223010558553753e+01,2.212627482149168046e+01,2.271475126650735277e+01,2.433252771550931470e+01,2.864301977602189808e+01,3.955382202673867198e+01,6.430279771517642473e+01,9.052746027414586649e+01,9.600000402017933254e+01,9.600001416526833964e+01,9.600004624685774957e+01
2.196519355934679041e+01,2.216476451349343790e+01,2.275460692831254761e+01,2.439204975447808010e+01,2.871698747542381369e+01,3.964802124221986901e+01,6.442666771982783303e+01,9.052735253551540495e+01,9.600000931460076004e+01,9.600003146082173089e+01,9.600010149332399578e+01
2.211577999203838729e+01,2.232089768510559935e+01,2.291699102516009745e+01,2.455864319959509601e+01,2.889994907082435560e+01,3.985740713557358816e+01,6.467328336321435245e+01,9.057799913204708275e+01,9.600002240015966493e+01,9.600007470090278616e+01,9.600024009038013162e+01
2.258915322307855433e+01,2.280085234143621875e+01,2.339906414754719322e+01,2.505680980362073029e+01,2.941062662578675457e+01,4.037829981381015898e+01,6.517773813736752686e+01,9.071430249531525192e+01,9.600003144185397730e+01,9.600010374842599958e+01,9.600033240189129913e+01
2.401453730801444308e+01,2.422644678432619614e+01,2.483763759518002701e+01,2.653574466479597049e+01,3.093742452923514463e+01,4.177437023243621894e+01,6.626487237137753539e+01,9.102343132857413366e+01,9.600000831021853287e+01,9.600002993364792303e+01,9.600009831293799323e+01
2.801720091527614898e+01,2.821526292543929060e+01,2.880571477648989642e+01,3.048768175119414536e+01,1.371402082463822580e+03,4.541716425955802094e+01,6.866801978379334059e+01,9.160892165710653501e+01,9.600000738202321315e+01,9.600002861812970423e+01,9.600009577259716309e+01
