2.434150118491940162e+01,2.441369082782367883e+01,2.450969256847256617e+01,2.473085268040079399e+01,2.572277924757775480e+01,2.798003087229218977e+01,3.726624187246292053e+01,6.551322640487661886e+01,9.599999921176065243e+01,9.599999921176065243e+01,9.599999921176065243e+01
2.433919351343659798e+01,2.440661541291220615e+01,2.451522779307711630e+01,2.475911695457889294e+01,2.566568138722469072e+01,2.796676803077582463e+01,3.563629237925853488e+01,6.923754728443122985e+01,9.599999860703010768e+01,9.599999860703010768e+01,9.599999860703010768e+01
2.434148699784421765e+01,2.441558569309271576e+01,2.451559202427747408e+01,2.476411086569183695e+01,2.566719996316993502e+01,2.796643797092687578e+01,3.653782187660431191e+01,7.391556935911918913e+01,9.599999887804393950e+01,9.599999887804393950e+01,9.599999887804393950e+01
2.434370457723160186e+01,2.441873632614934309e+01,2.450984413304611564e+01,2.476099165255976686e+01,2.571926570551930524e+01,2.791727050136683275e+01,3.725141858463497613e+01,7.250103515176009239e+01,9.599999553681423947e+01,9.599999553681423947e+01,9.599999553681423947e+01
2.435655116956077748e+01,2.441925017139296372e+01,2.450151426472559990e+01,2.471128899528964951e+01,2.569611667787673071e+01,2.791364523990717927e+01,3.713427711449888591e+01,7.400869449142584244e+01,9.599999841149269741e+01,9.599999841149269741e+01,9.599999841149269741e+01
2.437782988867986589e+01,2.442464165499569262e+01,2.450847643524247133e+01,2.472745170175675611e+01,2.579309608130397891e+01,2.793581572027554216e+01,3.710337255405521262e+01,6.989161703866159314e+01,9.599999642681471812e+01,9.599999642681471812e+01,9.599999642681471812e+01
2.441641745273591368e+01,2.444999917596756234e+01,2.452290501121839128e+01,2.475982424410628369e+01,2.566849431565882611e+01,2.791082120080180573e+01,3.710495312794043343e+01,7.412419698118439726e+01,9.599999791059133258e+01,9.599999791059133258e+01,9.599999791059133258e+01
9.599767607397338054e+01,9.599766575024582949e+01,9.599765531177652633e+01,9.599764479027828656e+01,9.599763429315706276e+01,9.599762417009741000e+01,9.599761554379975337e+01,9.599761198058168077e+01,9.599762454829635772e+01,9.599999963244582091e+01,9.599999963244582091e+01
2.452108573791116441e+01,2.453861967556211710e+01,2.460283044205024083e+01,2.483489832176042711e+01,2.575932262395382821e+01,2.799779802947467999e+01,3.742298605146118007e+01,7.474284424403757043e+01,9.599999853821742590e+01,9.599999853821742590e+01,9.599999853821742590e+01
2.463690990478941956e+01,2.465235263791924325e+01,2.471117631258211134e+01,2.494674335271920285e+01,2.590304165678282899e+01,2.826228314108644213e+01,3.810258632931560641e+01,7.566031275677735835e+01,9.599999785950222986e+01,9.599999785950222986e+01,9.599999785950222986e+01
2.521193006558912231e+01,2.523710229830771823e+01,2.531843176927217698e+01,2.560966995703998350e+01,2.683000335316371476e+01,2.925476982430093642e+01,4.033781118880006034e+01,7.746807308764614675e+01,9.599999728965393331e+01,9.599999728965393331e+01,9.599999728965393331e+01
