1.892098061178363366e+01,1.913819864400078785e+01,1.976634958839564149e+01,2.150078799593139323e+01,2.607463586118890220e+01,3.767070530069545953e+01,6.392482761365622679e+01,9.059307501522380335e+01,9.600001643459346212e+01,9.600005472860929956e+01,9.600017582492429824e+01
1.892160724154175355e+01,1.914254866740940031e+01,1.977589669151428353e+01,2.151355758270918273e+01,2.607477415942888044e+01,3.767035928250584220e+01,6.689993038661721414e+01,9.075439728066335476e+01,9.600000604673962812e+01,9.600002159761372411e+01,9.600007077379716236e+01
1.892374701495677414e+01,1.914473185555796420e+01,1.977696811466828919e+01,2.150738433793054938e+01,2.607679237131674910e+01,3.767549399016994016e+01,6.392180534421176219e+01,9.096719051625527186e+01,9.600001187003347525e+01,9.600004000439055574e+01,9.600012897304250714e+01
1.892780382971042741e+01,1.915776303812970127e+01,1.979645817475772773e+01,2.152792548660575278e+01,2.609401408609797457e+01,3.767388033525924840e+01,6.416672825376754474e+01,9.066775333197371367e+01,9.600000476564987650e+01,9.600001674482918190e+01,9.600005462632162789e+01
1.893492412116200541e+01,1.916363497290982565e+01,1.981431252041244662e+01,2.162515877411452792e+01,2.624714798033428309e+01,3.768648424836802491e+01,6.396363769898094631e+01,9.122804606928150406e+01,9.600005548124887866e+01,9.600018085154464131e+01,9.600057730724391547e+01
1.895878522052709059e+01,1.919099735837451703e+01,1.984471755669910920e+01,2.163053741083675519e+01,2.622995427812910307e+01,3.774449037667988449e+01,6.401915368634708159e+01,9.052714945338232155e+01,9.600001778271592912e+01,9.600005960248104486e+01,9.600019184819461771e+01
1.900851793665760070e+01,1.923994594186133611e+01,1.989743189971023085e+01,2.167898232045110518e+01,2.622978517144074928e+01,3.784305340971651788e+01,6.415722108771404919e+01,9.051413683823771805e+01,9.600003875783644958e+01,9.600012620759378024e+01,9.600040274801739315e+01
1.918106586927538615e+01,1.940586601106920384e+01,2.006103797182762349e+01,2.182339385347043859e+01,2.643475541567334020e+01,3.809015515114369066e+01,6.443451867026442414e+01,9.057801264077093606e+01,9.600002436187213561e+01,9.600007927539465413e+01,9.600025292720620484e+01
1.971481131706886103e+01,1.994338818916782330e+01,2.060460167649804220e+01,2.238026402644690194e+01,2.701446129322070178e+01,3.870316798315466400e+01,6.499743699931018170e+01,9.071430177700364084e+01,9.600001056572239122e+01,9.600003723623353835e+01,9.600012157579804750e+01
2.132877023687553475e+01,2.156194251902148196e+01,2.223698342754326873e+01,2.417659794691228470e+01,2.872197686390991223e+01,4.028848183669292382e+01,6.617616485733424270e+01,9.102371818429637074e+01,9.600000546710576543e+01,9.600002113853616947e+01,9.600007069595214659e+01
2.579648488243278948e+01,2.601806366989301011e+01,2.666723016285320469e+01,2.848935132884130894e+01,3.299512168781267718e+01,4.429641905666313306e+01,6.864837728567204067e+01,9.160922431331678695e+01,9.600001311199081044e+01,9.600004328405250931e+01,9.600013869649249898e+01
