1.925728936007354663e-04,-1.124232653481830792e-07,-1.298999829293209785e-02,-3.184100803712193624e-03,1.565062684164956340e-07
3.328908555945606063e-04,-3.340274544771942317e-07,-1.716589165982842363e-02,-8.593505189120380578e-04,1.319415130601572442e-07
5.416396800210709732e-03,-5.452193790616039436e-07,-1.195220491719333269e-02,-1.134153721363380997e-04,8.456023998131784915e-08
6.541962897458931080e-03,-9.043801877975909914e-07,-1.261086288216328863e-03,-8.041327897729816506e-04,7.070372743225537675e-08
9.189277724601947056e-03,-5.859117130496886504e-07,-1.319238648745879637e-03,-4.400408663119771517e-03,5.729630941702795797e-08
1.466018748369069154e-02,-1.697867265550894851e-07,-5.715453565401967979e-04,-9.707483558770844305e-04,6.353995952094238391e-08
2.121624994643291767e-02,-1.610066482643067322e-07,-2.079920782618753950e-03,-4.091137054507998708e-03,7.623357011646922210e-08
2.368988740375353383e-02,-1.530080370126997680e-07,-3.909199666002807945e-03,-1.563032910033948161e-02,1.345966816876582769e-07
2.454618460087843942e-02,-1.796637420225946076e-07,-1.460480491652482726e-03,-9.244936160226988400e-03,1.679220044225645155e-07
3.116725815748594072e-02,-2.807388226343629585e-07,-3.636644058684816521e-04,-1.831348428445524548e-02,6.771272338152453332e-07
2.600633838678540963e-02,-3.668316408412764351e-07,-2.675521776993036250e-04,-3.492967866248589386e-03,8.215481555277757324e-05
2.901408087292461913e-02,-6.605982913172788948e-03,-1.005414767621816939e-02,-5.589056012811474336e-03,3.135268152168665771e-03
2.644594909315286027e-02,-1.545038870732929823e-02,-1.041666450679175002e-02,-5.566262127102138482e-03,1.874026575196471520e-02
2.317569191241973872e-02,-1.284217104629743929e-02,-1.707628836692066943e-02,-9.671983270847343364e-06,1.380112952576089541e-02
2.405378436096601222e-02,-4.883895120662490492e-03,-1.389825002383115668e-02,-3.558897437221397312e-06,1.289381198671264196e-02
2.817048999683123556e-02,-1.143934219178933780e-02,-1.338191487096826102e-02,-1.573585544304768099e-06,1.374276978743408859e-02
3.308111848182301168e-02,-1.843564579065049350e-02,-1.221245051920107245e-02,-1.872440525451809917e-06,1.517955340173279648e-02
3.700028655041666392e-02,-1.239872530172395591e-02,-9.173110380456758056e-03,-8.991816334722406443e-07,1.198197540797314199e-02
4.121486237228072502e-02,-1.442724456539310092e-02,-2.347754232533250801e-02,-9.246792630339835630e-07,1.419244335242335169e-02
3.424396206667832537e-02,-1.505693604219486906e-02,-2.637744121689922575e-02,-6.223337593369927118e-07,3.105669399811275544e-02
3.671995812012936178e-02,-1.242844140970085498e-02,-2.194670780200492013e-02,-5.970713214466665324e-07,1.977555311310652542e-02
3.702392844737272676e-02,-1.519987848509442990e-02,-2.093837932841343188e-02,-4.695180580023981434e-07,2.561291256124037866e-02
2.991635316445546283e-02,-3.489413528483803484e-02,-2.598595275390618714e-02,-3.252972729823951502e-07,2.761850627610481362e-02
2.742339703892101091e-02,-3.864371362016062045e-02,-3.088544536005924726e-02,-3.406499238461544764e-07,3.306928080433876177e-02
3.152172093391641949e-02,-3.649944614735483456e-02,-2.639006825077900090e-02,-3.060105945997432228e-07,2.337306177470268101e-02
4.291545392979023710e-02,-5.108699410603859820e-02,-3.186314932415446055e-02,-4.458142633677988568e-07,2.343194913658749878e-02
3.627876546687471004e-02,-4.393570239077022183e-02,-3.766666853970151302e-02,-2.913957370648878818e-07,2.909774525441802609e-02
4.302587571133115879e-02,-3.446889782708117272e-02,-3.238139865217196101e-02,-3.698679280008779138e-07,2.490500194418970858e-02
4.128385029683558777e-02,-4.557860666587540410e-02,-4.491041558629525754e-02,-3.821546560526118296e-07,3.219908935527263094e-02
3.923660021866706010e-02,-3.608706027263246935e-02,-3.481408451156157990e-02,-2.135389196012711166e-07,3.726330470812699858e-02
4.626266714171023420e-02,-2.801464500655591675e-02,-2.673353011112650224e-02,-2.347714563581233776e-07,4.490510222150428943e-02
4.288174121915364068e-02,-3.808478649609321753e-02,-3.675399081904323628e-02,-1.215092741673459380e-07,5.274066845086995692e-02
3.269868724002161081e-02,-3.552264590256086485e-02,-2.953971752465277614e-02,-3.890198120603623521e-08,4.928782011923091289e-02
3.380811690385885498e-02,-4.133453814792072828e-02,-2.911203692046573574e-02,1.787099292869069443e-08,4.741523398125456479e-02
2.908308957169105854e-02,-4.381890588725264463e-02,-2.426335510923308125e-02,1.079311406138248919e-07,4.510223222480518046e-02
3.665304545025568905e-02,-6.043388549385504682e-02,-3.366219457414628552e-02,4.998820116603510573e-08,4.680732570603688553e-02
5.215902075734679677e-02,-6.627446418504731596e-02,-3.260972574229453746e-02,9.897133816372239139e-09,4.608543979788414652e-02
6.044808569117269409e-02,-6.996621650147288873e-02,-3.470275181321475638e-02,1.336613053004135651e-07,5.341138197555689998e-02
6.775010539336151494e-02,-5.880713586947893673e-02,-3.582667913690627121e-02,2.849088222920353508e-07,4.087890113584483759e-02
6.380669105250830198e-02,-4.713746568297306344e-02,-3.733089251717038037e-02,4.451060486737990436e-07,4.812418067719508030e-02
4.766074674698318053e-02,-4.267989782294873830e-02,-3.935760036841042669e-02,3.048232570446552465e-06,5.362386326424170568e-02
4.139115148309301800e-02,-3.964746168727931869e-02,-3.761482203190573415e-02,5.597987828776158394e-03,3.599942280848254794e-02
2.726059743923937850e-02,-1.660176175354207661e-06,-4.800767060340793702e-02,2.356748174222775272e-02,3.475205875456485738e-02
2.333381280404157876e-02,-1.290261314953990037e-08,-5.787057460534161812e-02,3.912604274489232814e-02,5.194591930707773836e-02
2.960355419183980166e-02,5.818077168155385084e-08,-8.905364769457554952e-02,5.954384830306712340e-02,5.372429759495182117e-02
2.577230056705327038e-02,1.120104114930643366e-02,-8.631411551137700700e-02,9.509111886534114821e-02,5.747763986385170248e-02
2.774724120743710110e-02,4.513182832500556296e-02,-7.278831914723629670e-02,1.297430414387700237e-01,5.275420274619552902e-02
3.726104989563926856e-02,7.378501449909809218e-02,-5.869685228852438569e-02,1.375762744090274770e-01,4.054413823680467349e-02
3.462979910925607918e-02,1.024547353968413427e-01,-5.329731096144341151e-02,1.460491452814534630e-01,2.408439141891461494e-02
3.696214940455672809e-02,1.213755349324171645e-01,-3.649736300508440306e-02,1.601229598185285596e-01,1.147482050590106176e-05
4.138195157196376817e-02,1.056020392942571690e-01,-8.996045753466793988e-04,1.504082798896849427e-01,1.540408889189479835e-08
4.657541370772573519e-02,7.619776278523052171e-02,-3.229852537671351827e-07,1.515472650037218427e-01,-8.251711466571636015e-08
3.609993645129402906e-02,4.594645256264837802e-02,2.532453130886766330e-07,1.643455244402513005e-01,-2.110165091857643324e-02
4.765960769896947918e-02,1.809297306829847412e-03,9.272826086913205437e-03,1.669952634714900463e-01,-4.615034025053801198e-02
6.828720108947067269e-02,2.644442084713350591e-09,5.527351306429602318e-02,1.433996755064737283e-01,-7.967622185436529225e-02
7.856583547819188940e-02,-2.043934598950554373e-03,1.004710482172550406e-01,1.129583672743426220e-01,-1.068133627113333484e-01
6.552346321629223813e-02,-6.041854000734883656e-02,1.434305321675399258e-01,9.340301578808539451e-02,-1.206941561578412925e-01
3.400065699169026179e-02,-8.602939655936440999e-02,1.814566757131680086e-01,7.912590018711669615e-02,-9.257670537998852200e-02
4.870591161903695239e-06,-9.459519371545609123e-02,1.907261599739385194e-01,5.387637338736218223e-02,-3.631209800679927741e-02
-1.448137246955410983e-07,-9.681471302510391563e-02,1.854005794783207262e-01,2.737152651284657096e-02,-8.454941794336893141e-08
-5.516440256063683906e-06,-6.322204473970990946e-02,1.895051949318315443e-01,3.045089373157198239e-03,1.164987397331104529e-08
-1.879553542375980019e-02,-4.201782766011426945e-02,1.751615302181387390e-01,2.836434379771316194e-06,9.101772297485401925e-03
-6.078269271322368772e-02,-1.308247670818644438e-02,1.501558360657033742e-01,9.106965721502745252e-07,6.942925064800062329e-02
