-5.108566807007245086e-05,-1.154080811306077882e-08,-1.964348749586658158e-02,1.184807545900898014e-03,2.519726676051028112e-04
-1.338282205303246400e-04,-1.668164591710469684e-08,-1.724832123791050081e-02,5.782737809562991113e-04,7.998466639390714719e-04
-1.482016868528240059e-05,-9.227901250022980501e-08,-1.772576545492333955e-02,3.307068295015868590e-05,8.468823651892239948e-04
-2.555163798390264204e-05,-9.578020586396036986e-07,-2.499948002191934235e-02,2.183744697966499093e-06,2.666734983604072897e-04
-1.757554500374301060e-04,-4.309252674423729538e-07,-2.451143965848161591e-02,1.120219493463613924e-06,1.144496061336291976e-04
-3.309770163768080170e-05,-5.143740089562677667e-06,-2.320099852486210215e-02,1.747254181825751482e-05,1.808238258538198597e-04
-1.170029647298832212e-04,-8.539633754430588130e-05,-2.986846540394783034e-02,1.278667691334368700e-04,2.922842507956477810e-04
-5.775358801449019530e-04,-7.920408298751048732e-04,-3.458644095180729572e-02,1.153408210395746018e-04,2.173644841364903929e-04
-1.981568309665595099e-04,-1.156962189001808439e-03,-3.195772619719381563e-02,2.068010605842341500e-05,3.935899022814383819e-04
-2.002343156299361219e-03,-9.567543934156375052e-03,-2.926257764305377831e-02,4.775170519524771749e-03,5.292089043981196977e-03
-3.398112034052014579e-04,-9.403740772274640780e-03,-2.004735874028288484e-02,4.538570042214407768e-03,1.145577248283954214e-02
-3.658232144272176647e-03,-1.133555186955569755e-02,-2.264367936721224661e-02,6.495195237713958375e-03,2.441768148756215742e-02
-8.256125781956892909e-03,-1.310599070473593593e-02,-2.174756613000584579e-02,5.699132757492603348e-03,3.012430005223262416e-02
-1.098830476185506076e-02,-6.532918252389653853e-03,-2.054283398390509621e-02,1.215793304638763082e-02,3.187916849904277872e-02
-6.851963160428194144e-03,-6.938295749387543912e-03,-1.624878598613634095e-02,1.176612992267750402e-02,3.068336258430774677e-02
-5.218911089208023470e-03,-6.614082628105206162e-03,-2.531737212543211726e-02,4.137759555010308080e-03,3.042629587137584204e-02
